songId,views,date,delta
7sjdZZMpv40,1450,2/16/2015,0
7sjdZZMpv40,1453,2/21/2015,0
98FwCWROQ_Q,45740,2/8/2015,55
98FwCWROQ_Q,46016,2/13/2015,70
98FwCWROQ_Q,46226,2/16/2015,41
98FwCWROQ_Q,46431,2/21/2015,43
20D2meCq3K4,13390,2/8/2015,11
20D2meCq3K4,13423,2/11/2015,12
20D2meCq3K4,13448,2/13/2015,15
20D2meCq3K4,13493,2/16/2015,7
20D2meCq3K4,13530,2/21/2015,7
F2BJ4H83x7I,987998,2/8/2015,294
F2BJ4H83x7I,988882,2/11/2015,433
F2BJ4H83x7I,989748,2/13/2015,529
F2BJ4H83x7I,991336,2/16/2015,316
F2BJ4H83x7I,992917,2/21/2015,347
iVqjoMmDPY4,835,2/8/2015,0
iVqjoMmDPY4,835,2/10/2015,2
iVqjoMmDPY4,842,2/13/2015,2
iVqjoMmDPY4,848,2/16/2015,2
iVqjoMmDPY4,862,2/21/2015,0
otUYk4Ay7Vs,1172,2/8/2015,4
otUYk4Ay7Vs,1181,2/10/2015,1
otUYk4Ay7Vs,1185,2/13/2015,2
otUYk4Ay7Vs,1191,2/16/2015,2
otUYk4Ay7Vs,1205,2/21/2015,0
igy3Jz7XPzI,743,2/8/2015,2
igy3Jz7XPzI,747,2/10/2015,2
igy3Jz7XPzI,753,2/13/2015,3
igy3Jz7XPzI,764,2/16/2015,1
igy3Jz7XPzI,772,2/21/2015,1
sjDvGHJk_zw,7593,2/8/2015,26
sjDvGHJk_zw,7645,2/10/2015,12
sjDvGHJk_zw,7682,2/13/2015,17
sjDvGHJk_zw,7735,2/16/2015,17
sjDvGHJk_zw,7820,2/21/2015,16
Pd4QoSNlPuE,2719,2/8/2015,4
Pd4QoSNlPuE,2728,2/10/2015,1
Pd4QoSNlPuE,2731,2/13/2015,2
Pd4QoSNlPuE,2737,2/16/2015,0
Pd4QoSNlPuE,2740,2/21/2015,1
Fj-_gL878jI,744,2/8/2015,0
Fj-_gL878jI,744,2/11/2015,0
Fj-_gL878jI,744,2/13/2015,0
Fj-_gL878jI,744,2/16/2015,0
Fj-_gL878jI,748,2/21/2015,0
BibsAv1LaFM,3,2/8/2015,0
BibsAv1LaFM,3,2/13/2015,0
BibsAv1LaFM,3,2/16/2015,0
BibsAv1LaFM,3,2/21/2015,0
0Foc1NoRsV0,565712,2/8/2015,484
0Foc1NoRsV0,567164,2/11/2015,750
0Foc1NoRsV0,568665,2/13/2015,618
0Foc1NoRsV0,570519,2/16/2015,516
0Foc1NoRsV0,573102,2/21/2015,725
SkmjlG--yIA,806,2/8/2015,1
SkmjlG--yIA,809,2/10/2015,2
SkmjlG--yIA,816,2/13/2015,2
SkmjlG--yIA,822,2/16/2015,2
SkmjlG--yIA,835,2/21/2015,2
GjoXKb-agwc,7430,2/8/2015,8
GjoXKb-agwc,7454,2/11/2015,8
GjoXKb-agwc,7470,2/13/2015,5
GjoXKb-agwc,7486,2/16/2015,5
GjoXKb-agwc,7513,2/21/2015,4
UgUiMeTRM6Y,16214,2/8/2015,2
UgUiMeTRM6Y,16219,2/10/2015,1
UgUiMeTRM6Y,16224,2/13/2015,3
UgUiMeTRM6Y,16234,2/16/2015,3
UgUiMeTRM6Y,16249,2/21/2015,4
W83jPeA_lHo,1104,2/8/2015,2
W83jPeA_lHo,1109,2/10/2015,2
W83jPeA_lHo,1116,2/13/2015,4
W83jPeA_lHo,1129,2/16/2015,2
W83jPeA_lHo,1142,2/21/2015,1
9J00jvKEO84,11189,2/8/2015,2
9J00jvKEO84,11201,2/13/2015,0
9J00jvKEO84,11203,2/16/2015,0
