songId,artistName
umG-Hhv9voY,"Raúl Ornelas"
9XcEmw-mu-0,Coppola
gbAR9m8Ije8,O.C.
ME6_KISr4Eg,"Kelly Willis"
IpZk1OrBs1s,"Snoop Dogg"
5FJF0ncVEOA,"Scarlett Johansson"
aho2v_aEI3A,"David Krakauer"
qbfuUXBnvfM,"Kitty Brown"
i6ZpzfvGUAI,"King Orgasmus One"
i6ZpzfvGUAI,Marsimoto
8dTrwIhdikk,"Gigi Fazio"
O-g3yVUtL08,DMO
aqmspwiu324,Loon
aqmspwiu324,E-40
dGxnBak06vs,"Pimp C"
dGxnBak06vs,Nelly
YqNOJms2nIM,"David Foster"
70cBc3vu0-E,"Natasha Waters"
0Zcw5B_4MWQ,"Mitchy Slick"
0Zcw5B_4MWQ,Yukmouth
YQ0HtveMSTQ,Takamiy
P1ZUTyPYWZY,"Duncan Pittock"
aQswpoqoA-Q,"Talib Kweli"
Hk5fYeEZIys,"General Levy"
U184j7VMpSQ,Zucchero
Wr-lO_hlZTc,Chakuza
ucPMjDVXw9c,"Roul and Doors"
xAr6CsrJeYw,Cooh
cpp8PNpPM_k,"Jamie xx"
1YqZIfzUNNo,"Young Buck"
1YqZIfzUNNo,Chamillionaire
M6CXjdo7_SQ,"The Professionals"
APSuTk6cBQE,"Killah Priest"
pHU5oGD_wz4,David
2FDSaFgX0dc,"John Coltrane"
3HUC-Omm6oM,Tickle
N72Gbbq3Esg,"Samuli Edelmann"
IjlfxHaKSVo,Brookie
e-w33Q3i23c,"Ramón de Algeciras"
LZNon9z2ZyU,"Silvito “el Libre”"
_a1OY8h5hF0,Akon
IwbpO0pmAKk,"The Murder Junkies"
pSczfuWrALk,"Alessio Beltrami"
yDsbh1r83v4,Boddika
oAnzkzNIDqs,"Robin Wright"
pt2_gXiXQ0k,"Ayah Marar"
hTLiuXwvJD4,Massimo
RYfENDpER-Y,Nonku
MvS4hiefFyE,"Wout Pennings"
20UtFVQkfvs,"Donald McCollum"
y1tfdzrgRp0,Yasmeen
6MXyWWCMKtA,"Emma Hewitt"
Brk0ASD9Yjs,"Dan Skinner"
bqZlzZ-OjUw,Ne‐Yo
fXXQINe7PNM,"Shana Halligan"
M8HrAhqSg9E,"Yukimi Nagano"
O1kJoDU11nQ,"Joe Pass"
PykVb70MtKg,"Jordan Rudess"
pOiTv4MqK8M,"Nancy Sinatra"
A10YGscTAW0,"Foreign Beggars"
EE7m9NiY2PI,"Asia Whiteacre"
2o2Bb4BPnH4,"LeAnn Rimes"
gQMjgpzi0HE,"Chris Rea"
Ze67idRK7zE,"Trae Tha Truth"
Ze67idRK7zE,2Win
bs9JekDdD_U,"Glenn Miller"
PkLA54SDnbA,"The Rudies"
i4pLVoDxmpQ,"Rocky NTI"
bdSsmb8LNy8,Madlib
bdSsmb8LNy8,"Action Bronson"
bdSsmb8LNy8,"Joey Bada$$"
bdSsmb8LNy8,Ransom
3GTEdkKnxEI,Y.G.
B4PUvc17gq4,"Young Roddy"
LbmtYQ-GopU,"Asha Bhosle"
S7QDcfx32Q4,"Macbeth the Great"
S7QDcfx32Q4,"the Duke of Iron"
uKihlEhFIMY,Masar
2E13HTi3deU,Prodigy
2E13HTi3deU,Nas
tkauKDZkslA,"OK Jazz"
q02kMtsenRQ,"Ghostface Killah"
A0QfbztZ8A4,"Andy Mineo"
XxD7FF2i3ZI,Tommyknocker
XxD7FF2i3ZI,"Lenny Dee"
IN2SCpwEjO8,"Sümeyra Çakır"
2TPe8kINOfo,Akhenaton
2TPe8kINOfo,Shurik’n
D6G82CEloAs,Eligh
cRCNH6XE8a0,Jhelisa
YNxbCK8SaA8,"Amy Lee"
NgdVlehla08,Elena
fSDssvF67Mw,"Sinead Harnett"
O6rTfLu72cA,Ludacris
52tuhAE2hv4,Osom
oiuriMdrTwA,Janai
5D0gBPCBHhg,"Dr. Dre"
sxnjH7Dqmt8,"Krizz Kaliko"
HC4E8aONVJY,"Ace Hood"
HC4E8aONVJY,Wale
HC4E8aONVJY,"Meek Mill"
HC4E8aONVJY,Vado
HC4E8aONVJY,"Big Sean"
LL02LLz1nGo,Gammer
LL02LLz1nGo,"Hannah Faulkner"
8hoqpHe1TuA,"Moloch vLavo"
8hoqpHe1TuA,"Agresor Lotor"
SOsxLX4lrW4,"Georg Malmstén"
SOsxLX4lrW4,Dallapé
tBD_hN_qz2M,"J Mascis"
885RQI_Vztk,Ercandize
885RQI_Vztk,Amar
885RQI_Vztk,Caput
885RQI_Vztk,Mottaman
0phc94kjvLA,"Mc Tuna"
PQUtH73hHC8,Aruna
on-8IvQLS_Q,XI
8IkIQatmqPo,"The Murder Junkies"
QYx7UjNj9_k,"Martin Diesen"
c-VcGD5qZSQ,"Néstor Marconi"
F_IPONMvUu4,"Loverush UK!"
vmisOxCHEiw,"k.d. lang"
brenxlSDCOo,"Penny Nixon"
6U5w-D7nq6Q,"Neshga & Senamo"
djWBAdzoeqk,"MC Det"
owkoeOaBRf4,Sting
WRMQfiMbBxU,"BAD iDEA"
3x2ABSAMVno,"Skylar Grey"
xJthzhGjs54,"Chico Buarque de Hollanda"
vuSPGPKPbXI,ZG
J7_Aaju5OxA,"Barry Stoller"
H1hFbh7HWds,"Koen Groeneveld"
HGR2EIv_240,"Method Man"
qxlefb5UrTc,Glowiej
mt7S83Qgc-o,Guce
mt7S83Qgc-o,Mali
mP3wNuHSaoo,Daz
93xsa9xIV38,"La Sonora Matancera"
7576LyU0wrg,"The Sons of the Pioneers"
re3veZ03ClI,Traumascape
IMYqEWUwfBc,"Baby Bash"
EXhqUO3drFU,Audiomontage
qP_ZwXxGlzM,"Iggy Azalea"
qP_ZwXxGlzM,"Mac Miller"
ibGd4B5_oRU,"The Underachievers"
rdokdCWp2Mk,"Coreto Urbano"
5MloqkDOcrU,"Ken Ishii"
6Jy1xzwU5Lc,Eligh
rikgaR4ljzc,Bilal
rikgaR4ljzc,"Pharrell Williams"
weKG68aG74g,"DJ Large"
1Cuo7r7QiHA,H.A.W.K.
1Cuo7r7QiHA,Trae
7YOMOaEzssI,"Kirk Franklin"
7YOMOaEzssI,Mandisa
JFWP7LZh_Us,M.Group
r4PDWsrDZzk,"Tha Dogg Pound Gang"
vuxytUcmq_Y,"Raheem DeVaughn"
dmUegxHdKJ8,Magellano
uwRgOhWpNpE,"Nara Leão"
uwRgOhWpNpE,"Maria Bethânia"
f_RJ1IZO5e0,Floyd
yBR_LT_IcHY,"Monie Love"
3rn2N0ZbLEQ,"Seu Jorge"
Gz3mP3jA1JQ,"Den Ishu"
y0dS7ppEdmw,"Summer Cem"
UEQ0HwYAGxI,Vado
kPFZ-JxQdtc,"Andreas Dorau"
wSTQdKyxfKI,"Gavin Friday"
wrvb359vtZs,"Bun B"
P6XWLyrUgqo,"Mark Fitzgibbon"
g1AZ8rcmM_M,"Alpha Wann"
g1AZ8rcmM_M,"Jazzy Bazz"
g1AZ8rcmM_M,Nekfeu
2NfEO-hTeIw,"Master Margherita"
3b1NTWV-Djc,NameTag
Gxw2XTQgKYs,"Kevin Knapp"
Ccw7_BtJZIo,Nanotek
QEGtlyA9UQ8,"Memphis Slim"
gPQgsE_iN2Q,"DJ Fresh"
nEGdijINTgk,M.I.A.
LJ8cDEUnfWs,ytcracker
LJ8cDEUnfWs,"K. Flay"
LJ8cDEUnfWs,Beefy
LJ8cDEUnfWs,"MC Router"
dXEKsAXoujU,Susana
9AbJHhtX6sQ,"Lucky Peterson"
daHjwU5kiTA,G-Hot
HDD-8-0gXcY,BOSE
HDD-8-0gXcY,AFRA
ehxi1cL90sc,"Skay Beilinson"
IAJjOo37IYw,"Vast Aire"
IAJjOo37IYw,Yesh
JbM0DtQZ9AY,"Tracey K"
ZHVEqsyitwE,"Les Claypool"
bcB7ni0JT3s,"Anthony Red Rose"
zVy1Ex4jB5Q,Hannibal
TqZby4Xb2GE,"Christina Rosenvinge"
qtizAiAJnzY,Lostlojic
Yq5t_TBZq1I,Chela
wcGk7T15bx4,"John Prine"
RtFhOH24lYc,Kaszalot
B4_G1Yk5c9Y,Blackstreet
HwFx4jwRzPs,"Chris Liebing"
e8vEuLQC0Q0,Havoc
Cb2a5lxEI9Q,"Slávek Janoušek"
Cb2a5lxEI9Q,"Jaroslav Samson Lenk"
4sYb6GkkbDk,"Knowledge the Pirate"
cRqruQ9Tf60,"The Viceroy"
3xaOHtbeH3w,"Lordz of Vetra"
RieEj0JmqFs,"Status Quo"
-cjwu3FWhP0,"The Spiritual QC's"
_QSLg-fP6es,"Cutty Ranks"
UTBj-Q1sw9Y,"Big Kill"
vmuu-YFJuJA,"Big Stan"
qii92JK9qJU,"The Weeknd"
HTb57IYEtAA,"Norman Doray"
GW_gkTbwS7U,"Marc Monsen"
YtKZAY5XFXk,"Bing Crosby"
kgRNOlQab80,"Natty Silver"
JS43ZKYkgug,"BJ Cole"
Xu4skp961JU,"David Sylvian"
n-58oYoh2zE,Eve
_9r0St7jZsA,"Dori Ghezzi"
869_veGDpsg,"Wiz Khalifa"
869_veGDpsg,"Ella Eyre"
KxHpE0JqXg4,"Scienz of Life"
qGrWP4__-7I,"Pearl Jam"
jLdDPM65eMM,"Helen Shapiro"
pTlboENupK4,"Royal Flush"
YS2qFXILmbw,"Nick Vantellio"
YS2qFXILmbw,Gambino
WLjRChkRSvA,"Ty Dolla $ign"
pjfU29xSE6M,"Kareem Smith"
uV8YsDdJwss,"Lil Boosie"
uG1v-7AiNHs,"Clare Evers"
W-maKHGG4Jw,Specktors
W-maKHGG4Jw,"Djämes Braun"
BMeUqYGSgDE,Datsik
zIXziqbLxzc,"Stephan Bodzin"
ZTOAXWKuwck,"Eddie Gomez"
Vw0d-y4JwSU,"Gabriel Ananda"
f6Aq91J4x5c,K-Skills
rczCxpS0k30,"Elzi Hall"
ei0OwD6N14k,"Envy Hunter"
K36rCCKuUDg,"Steve Nieve"
QKnRpR9xhRg,"Don Juans"
n7EeHZ2SGYg,"Steve Dobrogosz"
2ZwRZIUrIP4,つんく
dgGryO9LRFU,"Tom Trago"
yfkarpluy4s,"Paul Machlis"
M23FG0AeIuc,Kayjay
7ZGcLxieTFc,Nationalmannschaft
h9Emnm3GHnM,Ken-Y
h9Emnm3GHnM,"Frankie J"
4iOGlvJfmVI,"The Cherry Pies"
4DMsjoyTLso,Jazzkantine
5b9bTmXwoKQ,"Collie Buddz"
09n6ejrU2Gw,Tevin
7BUP1vSPYiI,Elucid
TLue2zFyKUI,B-Real
5oxFGVe2UD4,Goretex
5oxFGVe2UD4,"Ill Bill"
5oxFGVe2UD4,Necro
U7Wc8kJaPiI,"Emma Lanford"
zExqCl2Q7VQ,"Blake Baxter"
ohGjUQi0xPg,Aliye
xoUrSsmUsOc,СС-20
MOwD67BIPMA,"Four Tet"
MOwD67BIPMA,"Thom Yorke"
cEvJdXDH96M,Taktloss
9GK6aDF1gtI,Maker
mS969DYxUSY,"Ty Dolla $ign"
LEvBJFAMFiQ,"Rockie Fresh"
QZFttUJ9l8Q,"Sun of Selah"
mttDQ_IBER4,"Murat G."
vjgw904vvTs,Akon
5BsB7x0l1FI,"Ashley Tomberlin"
oa37B6bf4wU,"Bing Crosby"
MEQWNjK3KhI,"John Lawry"
Ss49JePYTT8,"Xavier Naidoo"
ySfba55AYNE,Dense
TD41jBqBjCY,"Eric Clapton"
qwIdf5ILz0w,"Chaka Khan"
QaqZn7g_59w,"Natos y Waor"
yXKAdzGVf5k,Walkmen
HeGIBI3xIgA,C.U.B.A.
h9hwIv7rb98,"Tim Reynolds"
8TMYGRxuOoI,"Ronan Keating"
rYPeyy82Z8k,Buckshot
8D5yCxitdAk,"Sonny Rollins"
vw4sqGr5SGA,"Ollie James"
UCJ8l6AZj-Q,Bam
UCJ8l6AZj-Q,"Big Rocc"
tIQyvTGzIg4,"Frank Zander"
tIQyvTGzIg4,Biztram
kPLSlbDTd7Q,Yelawolf
sXmPazbVNyo,"Ekoué La Rumeur"
bBk4hf6_YAk,"JAY Z"
qZiEI5DmfO8,"Dizzy Gillespie"
T1mLD281IvY,"Sammy Kershaw"
R_IY9LP54VU,"Tony Levin"
LmEGdsB690I,Euro
5AjZYJeQqN4,MNKN
